TIENDA_ID,MES_ID,VENTA_TOTAL
744,202305,617981.28
189,202305,855038.95
435,202306,1746003.36
623,202306,744835.04
404,202306,1335380.86
933,202306,1521109.74
1031,202306,937934.89
251,202306,1605849.62
350,202306,1644823.50
1007,202306,1500900.21
796,202306,901917.82
136,202306,2085390.19
196,202306,2672056.47
789,202306,703750.76
745,202306,1075782.72
189,202306,928689.04
540,202306,1537343.50
380,202306,1067068.76
223,202306,1539424.20
386,202306,814605.13
894,202306,1324657.35
461,202306,1801516.78
153,202306,1115721.80
544,202306,717043.71
648,202306,751068.06
401,202306,113613.67
257,202306,1286353.57
349,202306,1900512.39
662,202306,1847802.23
961,202306,1322070.79
126,202306,1150093.19
1054,202306,1793950.90
970,202306,1167606.37
625,202306,1148166.72
505,202306,920144.13
150,202306,982141.62
132,202306,2178203.74
551,202306,1352344.96
806,202306,846575.16
1023,202306,1222919.15
490,202306,894267.48
736,202306,1330468.66
83,202307,1147208.55
470,202307,972632.49
165,202307,1326769.95
192,202307,1324752.54
476,202307,960608.01
517,202307,906025.99
939,202307,1537882.47
936,202307,1083027.83
236,202307,1533148.24
568,202307,1186404.20
508,202307,1793143.10
952,202307,18315.62
900,202307,844487.64
134,202307,1716489.23
265,202307,689063.79
93,202307,1003134.76
1008,202307,1926867.91
966,202307,1724047.06
127,202307,1027476.81
533,202307,460113.17
1009,202307,1062952.30
943,202307,1841471.40
327,202307,1586840.24
293,202307,1509404.40
925,202307,1219526.45
525,202307,540492.48
732,202307,579456.73
1033,202307,1269251.67
968,202307,996100.40
229,202307,1064498.02
703,202307,1274007.03
395,202307,1371861.42
622,202307,855248.90
146,202307,1095084.15
253,202307,1020700.34
281,202307,1912741.09
887,202307,674160.89
882,202308,1285688.14
775,202308,641681.86
1027,202308,932482.14
164,202308,1135962.17
608,202308,1983788.45
392,202308,1183035.38
299,202308,1065754.89
442,202308,977775.11
637,202308,669556.84
208,202308,1554043.83
973,202308,1464075.20
989,202308,1375954.55
679,202308,1013102.04
65,202308,1908391.65
116,202308,1277138.80
243,202308,1723568.34
334,202308,2383337.64
222,202308,848123.44
895,202308,20511.63
467,202308,1839719.24
184,202308,1691086.63
595,202308,1514239.78
1017,202308,1499941.73
944,202308,1211804.04
719,202308,1318100.52
320,202308,1284743.29
363,202305,1008179.10
60,202305,1028445.27
796,202307,970268.07
612,202307,1529077.82
998,202308,1132477.90
434,202308,928241.53
814,202308,1649226.39
729,202308,746664.29
368,202308,1200374.43
955,202308,1295111.63
339,202308,1694041.95
35,202308,982740.51
1046,202308,1167632.44
514,202308,872412.78
12,202308,1040375.50
294,202308,1136590.32
357,202308,1182526.18
213,202308,1256044.11
598,202308,742987.55
235,202309,1237959.51
209,202301,1526042.32
918,202301,1162720.78
719,202302,1024159.87
1,202302,155325.03
394,202303,1016185.34
151,202303,827154.62
902,202303,696646.19
39,202303,799216.63
256,202303,606101.82
128,202303,904086.41
761,202304,721485.41
109,202304,645055.70
159,202304,1572091.20
632,202304,772459.76
407,202304,695656.46
894,202301,1065331.03
13,202301,787581.63
945,202303,1054589.56
255,202303,1572255.66
570,202303,1802043.59
374,202303,1672180.82
790,202303,540342.80
515,202303,985905.70
965,202304,1766881.72
707,202304,649043.11
928,202304,945665.76
61,202304,1938773.44
1006,202304,1326555.42
432,202305,1097505.76
531,202305,818584.87
813,202305,909888.47
979,202305,1054151.86
182,202305,1588016.50
906,202305,2388029.22
734,202305,1315696.60
693,202305,367504.44
503,202305,1230602.27
572,202305,709977.79
279,202305,1540737.84
673,202305,500245.12
543,202305,1220446.10
276,202306,1658369.17
295,202306,1844658.19
576,202306,780578.32
91,202306,1336221.34
2,202306,954589.56
991,202306,956149.91
482,202306,1143193.19
939,202306,1311916.36
303,202306,1260966.26
487,202306,1100228.21
410,202306,1040497.60
409,202306,880980.50
481,202306,1213848.74
911,202306,733436.63
661,202306,865382.62
655,202306,854175.70
143,202306,1087814.15
642,202306,672464.58
232,202307,2106147.85
931,202307,1637412.74
595,202307,1586624.34
764,202307,1574005.99
341,202307,1231361.30
260,202307,1721224.78
66,202307,1206057.26
106,202307,2185790.31
700,202307,859712.74
194,202307,1718985.98
21,202307,1349373.20
315,202307,1177400.07
930,202307,1381531.33
385,202307,1680294.81
979,202307,1081880.69
992,202307,850639.61
422,202308,1469550.37
132,202308,2328902.76
413,202308,1394737.48
546,202308,1159594.73
1032,202308,1209378.30
52,202308,772294.67
307,202308,1354270.00
161,202308,1262155.95
167,202308,1624701.72
572,202308,796593.01
453,202308,976012.83
1049,202308,1026045.74
129,202308,954163.08
189,202308,1176964.33
342,202304,1209630.55
787,202306,684521.76
389,202306,1516687.73
72,202306,1674786.19
694,202307,1397286.44
343,202307,1410996.67
97,202307,1052551.87
340,202308,902124.36
126,202308,749857.65
309,202308,1783204.93
889,202308,985831.93
712,202308,706279.10
396,202308,1881667.89
952,202308,1073828.23
567,202304,1454855.83
51,202306,182521.22
550,202307,1521784.28
124,202307,1390273.07
281,202308,1934551.48
804,202308,731702.41
515,202309,1246169.77
914,202309,1305768.76
381,202309,951009.94
451,202309,978059.20
608,202309,2037615.73
825,202309,487566.69
981,202309,1951311.83
738,202309,1486498.29
672,202309,1574731.81
122,202309,1267891.76
986,202309,1106727.95
604,202309,1795240.44
966,202309,1801552.95
142,202309,1891620.65
371,202309,1283495.49
386,202309,864002.01
85,202309,823717.49
310,202309,1454349.64
744,202309,795451.42
705,202309,836678.33
82,202309,1500116.80
440,202309,1044712.72
812,202309,666275.51
226,202309,1614106.99
1029,202309,1540993.45
301,202309,1533912.39
335,202309,1476450.72
560,202309,1775136.25
653,202309,814486.81
436,202309,2660326.51
180,202309,1188458.31
187,202309,1491104.59
980,202309,927137.00
642,202309,638707.41
695,202309,872699.01
327,202309,1678011.82
468,202309,1252671.38
286,202309,1001152.63
833,202309,601640.03
1002,202309,2170194.89
418,202309,1520213.87
579,202309,1034650.64
573,202309,907359.37
1013,202309,1784410.33
751,202309,1545417.10
404,202309,1352381.90
997,202309,1896283.61
656,202309,598267.54
603,202309,930370.09
1055,202309,1236925.17
492,202309,985230.57
498,202309,816822.75
103,202309,1077757.80
350,202309,1531833.81
895,202309,81768.28
1,202309,914195.93
426,202309,1024050.64
442,202309,1024843.10
313,202309,667740.35
14,202309,1074854.01
273,202309,1518146.47
64,202309,707909.87
210,202309,38.79
775,202310,506291.78
515,202310,967928.90
246,202310,1196458.24
435,202310,1626860.66
543,202310,1104476.89
447,202310,773005.64
367,202310,2055348.57
176,202310,1328821.52
257,202310,1152328.05
753,202310,713002.85
530,202310,1180482.64
463,202310,678226.68
481,202310,874618.43
678,202310,975160.91
800,202310,467440.23
178,202310,897816.45
440,202310,829026.15
898,202310,719006.26
339,202310,1548323.07
634,202310,1057558.75
696,202310,1350523.22
510,202310,926788.48
289,202310,511363.34
522,202310,1240217.86
147,202310,1654969.87
75,202310,1412445.82
51,202310,1234003.73
690,202310,942884.70
420,202310,916952.91
742,202310,474633.09
598,202310,1032937.53
48,202310,1022885.50
969,202310,799946.23
1023,202310,1232264.13
296,202310,1289527.65
1013,202310,1538311.74
186,202310,1694925.79
1036,202310,1691465.24
307,202310,1181817.42
101,202310,1272550.13
892,202310,1225092.99
404,202310,1184361.10
159,202310,1610687.69
560,202310,1506559.56
673,202310,662794.42
649,202310,678149.77
630,202310,753171.62
895,202310,1203103.34
950,202310,1325640.58
973,202310,1238606.83
574,202310,616141.21
793,202310,665755.15
333,202310,1709668.74
1028,202310,1327990.51
360,202310,1235624.69
201,202310,896385.24
305,202310,962457.53
453,202311,758250.33
28,202311,830396.65
314,202311,1222354.06
115,202311,1105202.69
21,202311,1037963.12
766,202311,841256.50
92,202311,1450117.09
1043,202311,1325647.80
55,202311,1325507.38
303,202311,1008987.00
103,202311,895560.97
243,202311,1537472.70
284,202311,2033764.53
192,202311,1007796.39
933,202311,1293437.70
107,202311,1164702.84
563,202311,979920.19
398,202311,1403752.76
1028,202311,1234501.30
244,202311,887016.58
200,202311,1330431.03
678,202311,860626.49
437,202311,1424263.48
676,202311,1140274.83
48,202311,935136.21
672,202311,1114465.13
730,202311,1249719.28
567,202311,1592877.60
1037,202311,548033.86
894,202311,1285060.59
671,202311,1005760.59
348,202311,1363776.59
411,202311,811683.20
191,202311,393661.72
446,202311,1089431.64
997,202311,1381760.50
189,202311,767950.45
204,202311,2306668.99
555,202311,932150.21
648,202311,461978.51
1040,202311,1022065.30
452,202311,728440.37
688,202311,470182.87
386,202311,651960.69
74,202311,727590.45
617,202311,912858.95
110,202311,1638941.40
226,202311,1230788.68
757,202311,882956.41
707,202311,1121361.52
837,202311,246819.42
410,202311,964390.32
523,202311,942297.64
297,202312,755302.47
363,202312,1109496.43
381,202312,830715.62
401,202312,1148242.22
433,202312,801597.04
440,202312,773361.95
72,202312,1429193.97
902,202312,876627.57
9,202312,1557357.18
958,202312,1383531.56
60,202312,892992.72
307,202312,1291652.25
349,202312,1638226.41
405,202312,732465.67
142,202312,1543471.19
190,202312,1101559.53
241,202312,1032786.43
251,202312,1243335.76
159,202312,1749091.07
174,202312,2016744.98
191,202312,303554.26
242,202312,867475.02
254,202312,943657.77
271,202312,1536989.82
274,202312,981333.87
605,202312,786702.97
399,202312,910334.98
453,202312,771828.19
542,202312,1074467.03
567,202312,1548246.66
1049,202312,1192817.28
682,202312,930468.14
467,202312,1876484.38
529,202312,606293.18
559,202312,887697.89
943,202310,1680942.11
588,202310,1135802.57
346,202310,1553900.97
956,202310,1681296.86
551,202310,1177485.88
231,202310,1136366.73
505,202310,742562.13
208,202311,1075151.13
942,202311,1147750.87
397,202311,517958.11
50,202312,1491255.91
278,202312,1140392.46
61,202312,1966996.97
469,202311,839009.12
1003,202312,1066275.89
709,202312,444683.39
769,202312,1056411.41
641,202312,524799.73
712,202312,670689.31
845,202312,621163.91
565,202312,749129.60
19,202312,510715.93
234,202312,1672113.78
987,202312,796701.09
820,202312,298360.61
947,202312,752384.46
997,202312,1644210.78
10,202401,538209.11
15,202401,507225.56
984,202401,1364107.39
99,202401,990483.86
439,202401,1168228.77
465,202401,1019182.58
909,202401,687970.82
933,202401,1327022.49
24,202401,724207.61
58,202401,597731.05
105,202401,1369119.27
117,202401,464234.58
140,202401,1649790.18
167,202401,1440195.71
232,202401,1632353.90
419,202401,1230774.69
281,202401,1700787.48
792,202401,782232.99
49,202401,1443239.23
73,202401,586695.01
126,202401,1029869.30
131,202401,781220.29
881,202401,757776.32
342,202401,507611.77
248,202401,882251.22
1003,202401,1125736.03
604,202401,1737919.34
670,202401,760164.18
680,202401,789553.27
537,202401,685015.40
525,202401,485256.63
552,202401,715341.41
586,202401,689092.50
746,202401,613857.59
469,202401,938529.85
515,202401,988351.75
772,202401,1052699.46
895,202401,1061358.89
268,202401,1240243.10
567,202401,1572956.52
546,202401,1091319.58
657,202401,1226912.89
1030,202401,527485.42
424,202401,737396.52
659,202401,692922.57
1024,202401,1068272.76
1002,202401,1803741.96
684,202401,229911.51
696,202401,1351830.71
467,202401,1723482.53
822,202401,676567.78
777,202401,1148181.43
758,202401,789171.89
791,202401,825764.82
265,202401,561167.13
13,202401,1209288.26
1012,202401,1043157.93
367,202401,0.00
408,202310,1596695.22
608,202311,1840271.62
298,202311,844050.12
155,202311,1274639.08
542,202311,978740.62
993,202311,1223495.03
662,202311,1193968.04
905,202312,1530283.01
139,202312,1126535.01
150,202312,826051.39
983,202312,1136008.24
533,202312,820610.32
734,202312,1034061.59
842,202312,384956.13
258,202401,1736677.68
393,202401,1502247.83
650,202401,833450.54
813,202401,1095567.49
499,202401,759320.79
226,202312,1345186.25
210,202310,130.34
941,202404,988186.14
629,202404,2536122.25
194,202404,1378485.17
571,202404,1463530.71
508,202404,1590255.49
245,202404,851129.86
267,202404,881928.47
351,202404,960955.10
260,202404,1581258.67
597,202404,1187022.71
691,202404,872998.17
476,202404,961235.38
465,202404,901862.05
659,202404,689368.54
580,202404,1138936.25
728,202404,1052312.68
438,202404,1060965.14
177,202404,798185.16
1034,202404,1467370.41
362,202404,1170305.45
324,202404,1235378.06
887,202404,613254.44
565,202404,989295.13
1043,202404,1453579.73
924,202404,1608647.06
644,202404,619348.97
990,202404,1017671.74
670,202404,854155.81
564,202404,1161551.35
1051,202404,1180419.18
966,202404,1581916.93
1027,202404,950869.37
892,202404,1296026.03
319,202404,1971013.52
992,202404,740210.55
598,202405,1740212.78
103,202405,1374942.79
608,202405,2259411.28
291,202405,1511570.06
329,202405,1014456.38
346,202405,2077325.17
5,202405,2004008.03
732,202405,820184.96
226,202405,1678252.66
979,202405,1267051.60
988,202405,1863836.08
664,202405,1039146.66
233,202405,672662.63
238,202405,1275103.78
971,202405,1134232.94
393,202405,1617161.57
784,202412,339546.30
963,202412,415508.50
520,202412,566668.82
390,202412,561716.87
560,202412,733743.87
574,202412,321761.54
859,202412,111812.78
795,202412,380037.40
393,202412,524419.57
858,202412,165304.73
842,202406,585527.75
748,202406,1035463.13
725,202407,1107252.30
138,202404,1045005.19
912,202404,1196808.38
308,202404,3053831.86
755,202404,1139505.19
80,202404,810374.48
694,202404,1269771.19
596,202404,993448.99
695,202404,729427.12
283,202404,1062101.24
329,202404,829728.16
672,202404,1344554.53
698,202404,594869.18
834,202404,567156.02
157,202404,2987435.15
296,202404,1351748.01
927,202404,3254605.47
46,202404,889748.26
731,202404,856577.60
126,202404,1069456.90
808,202404,640579.88
826,202404,679011.86
497,202404,1168452.45
553,202405,1272167.86
883,202405,1167733.87
742,202405,756598.10
205,202405,1160434.67
720,202405,848398.55
239,202405,1596899.52
390,202405,1398286.01
477,202405,1162350.92
82,202405,1812313.81
237,202405,1828147.51
435,202405,1981474.26
636,202405,926573.21
835,202405,684186.90
119,202405,1898642.95
690,202405,1462468.67
325,202405,1560205.10
79,202405,1614071.45
367,202405,2481802.37
251,202405,1800443.49
992,202405,931350.88
505,202405,1192535.47
938,202405,1212549.86
926,202412,557323.36
902,202412,327034.02
936,202412,468233.88
961,202412,603476.96
878,202412,348432.56
589,202412,513189.28
696,202412,678620.17
699,202412,401588.22
249,202412,611574.39
266,202412,242154.24
291,202412,602663.23
97,202412,450470.41
980,202412,416867.98
602,202412,614627.98
657,202412,313169.03
244,202412,375608.31
807,202412,719065.51
133,202412,545702.71
284,202412,1054997.15
119,202412,733660.60
754,202412,288799.95
414,202411,1143738.71
25,202411,1001548.24
547,202411,377378.21
296,202411,1381246.05
693,202411,481929.99
662,202411,1695587.44
633,202411,820945.34
616,202411,602705.35
929,202411,1200638.42
494,202411,1293648.91
766,202411,999687.40
413,202411,1396933.35
147,202411,1909721.27
786,202411,831634.92
310,202411,1336364.34
466,202411,387848.94
960,202412,679898.95
1026,202412,440436.26
147,202412,685681.02
868,202412,194930.95
85,202411,712123.16
708,202411,1236645.40
682,202411,1009181.77
675,202411,729855.22
360,202411,1295444.68
431,202411,923461.11
575,202411,1053640.88
403,202411,1235015.55
1034,202411,1336897.03
800,202411,698954.95
892,202411,1315618.04
868,202411,395169.01
896,202406,1082769.78
31,202406,1491090.56
651,202406,1302169.32
922,202406,1329586.75
196,202406,2464937.27
985,202406,1038479.64
457,202406,836522.98
910,202406,1230366.14
928,202406,930297.84
875,202406,978621.94
559,202406,1437584.12
1003,202407,1156585.02
461,202407,1964654.56
512,202402,1183775.68
240,202402,1344738.48
616,202402,668433.19
264,202402,685871.44
710,202407,813343.25
541,202407,1208360.91
1031,202407,894578.17
15,202402,478752.66
580,202403,1166563.00
589,202403,1254958.17
182,202403,1551286.04
1030,202402,505963.12
943,202403,1717171.44
849,202403,593557.39
69,202404,1003983.25
572,202404,813076.09
19,202404,489707.05
495,202404,764935.05
9,202404,1366557.80
472,202405,943891.03
944,202405,1535394.39
985,202405,1062802.24
506,202405,1024974.84
306,202405,978289.50
372,202405,1981635.91
315,202405,1360201.11
486,202405,478280.92
857,202405,1096946.79
41,202405,1405913.72
685,202412,373093.43
877,202412,550257.88
66,202412,519982.56
569,202412,468246.48
798,202412,561913.30
821,202412,335025.35
256,202412,332369.14
405,202412,356588.31
285,202412,990245.16
409,202412,277358.82
433,202412,350512.09
436,202412,1148963.35
1023,202412,539758.63
534,202412,622971.89
332,202412,464985.38
638,202412,481508.86
128,202412,413648.74
222,202412,314408.34
682,202412,492032.74
75,202411,1359430.60
68,202411,1018026.90
247,202411,1132639.31
30,202411,969182.82
181,202411,2126498.15
208,202411,961349.93
664,202411,881015.12
809,202411,798693.88
617,202411,1063443.09
565,202411,973617.96
628,202411,798044.21
618,202411,666056.43
425,202411,1780912.05
221,202411,1923987.25
463,202411,633943.97
82,202411,1319109.52
508,202405,1893854.20
510,202405,1066329.27
745,202405,899348.78
480,202412,337185.89
596,202412,437318.82
362,202412,516013.41
293,202412,452167.96
496,202412,552926.58
501,202412,434842.87
664,202412,419660.52
129,202412,463138.41
810,202412,339203.11
198,202411,741397.86
651,202411,1072218.13
71,202411,607615.17
609,202411,1002671.72
687,202411,1249238.77
674,202411,970986.89
51,202411,1323055.10
939,202411,884682.57
489,202411,622845.15
799,202411,1502079.14
74,202412,370821.10
695,202412,320003.18
1025,202412,460974.46
601,202411,698645.97
901,202411,1312699.71
130,202411,1830896.18
562,202411,594526.59
521,202411,1461104.92
457,202411,623104.19
85,202406,759637.94
620,202406,800202.94
181,202406,2369944.51
423,202406,924644.10
62,202406,794471.41
208,202406,1284278.22
1017,202406,1292355.33
631,202406,983171.80
618,202406,838433.21
178,202406,1295328.15
959,202406,742867.33
921,202406,998272.92
449,202406,1215849.61
571,202406,1651916.63
708,202406,1363013.90
209,202406,2402597.72
316,202406,1924596.30
608,202406,2163937.41
166,202406,1285733.53
1018,202406,1715701.97
409,202406,886201.93
934,202406,1204549.33
429,202406,1669825.62
778,202406,1376154.87
937,202406,1197426.89
102,202406,1322919.57
197,202406,1055342.99
475,202406,1056018.92
719,202406,1325619.19
683,202406,472267.43
1007,202406,1595871.90
599,202406,1086634.38
80,202406,916262.99
137,202406,1204742.37
333,202406,1699056.53
113,202406,1573002.58
130,202406,2133495.65
962,202406,873467.43
646,202406,702837.31
605,202407,1326704.06
877,202407,1443707.54
477,202407,1122492.30
747,202407,524102.31
485,202407,1043112.47
338,202407,1226650.92
803,202407,649175.31
881,202407,745888.12
201,202407,1043913.66
597,202407,1111425.35
1033,202407,1207206.06
377,202407,1065469.14
576,202407,905563.64
992,202407,953278.32
906,202407,2363456.95
891,202407,1257897.04
276,202407,1560087.79
672,202407,1423988.47
71,202407,742969.13
664,202407,998248.00
763,202407,497403.71
700,202407,845579.82
593,202407,1089203.69
1024,202407,1029044.69
145,202407,1052296.65
492,202407,1112135.35
647,202402,1101132.62
413,202402,1200636.33
225,202402,704814.37
199,202402,729968.22
443,202402,1220959.06
146,202402,1249338.70
603,202402,846541.68
289,202402,738362.84
415,202402,906030.37
715,202402,750952.68
372,202402,1422276.72
436,202402,2202401.94
790,202402,682214.85
825,202402,415414.54
752,202407,1147443.03
100,202407,1833259.11
658,202407,703286.41
704,202407,997394.98
637,202407,600040.11
1028,202407,1526653.29
209,202407,3374319.87
359,202407,1120662.06
274,202407,33291.60
23,202402,819796.43
17,202402,695537.57
97,202402,827809.12
615,202402,596270.50
791,202402,700515.44
803,202402,474835.71
807,202402,980288.78
875,202402,797773.78
206,202402,1126624.29
1044,202402,576702.47
602,202402,1216851.82
747,202402,597939.97
574,202402,512671.67
891,202402,1073230.92
929,202402,978842.70
890,202402,868935.58
895,202402,904731.52
29,202403,878187.46
414,202403,1349688.17
654,202403,1640629.05
924,202403,1678383.58
247,202403,1043007.99
284,202403,3346696.00
956,202403,1884923.34
466,202403,437217.94
602,202403,1439229.09
989,202403,1344440.99
180,202403,1059511.81
200,202403,1458257.77
628,202403,745860.52
731,202403,799936.46
418,202406,1420683.42
999,202406,919793.87
802,202406,939474.07
113,202407,1562804.37
280,202407,935800.21
162,202407,2071083.92
261,202402,1700149.78
783,202402,817020.21
723,202402,819664.66
227,202407,1249677.43
572,202407,820989.83
99,202402,1007718.55
72,202402,1294091.56
253,202402,747570.90
176,202402,1337338.19
1055,202403,999132.01
408,202403,1636364.49
493,202403,1454787.88
523,202403,986319.85
162,202403,1823094.52
238,202403,1071923.23
701,202407,721874.97
364,202402,1486260.87
325,202403,1356790.64
337,202403,1611128.77
939,202403,961645.40
727,202404,1033066.63
808,202405,782239.32
265,202405,745674.38
402,202412,323526.37
221,202412,937136.38
76,202411,804452.93
287,202411,2361810.63
277,202405,1076051.88
263,202411,935833.97
519,202411,881870.25
961,202411,1307244.66
106,202411,1678214.02
943,202411,1607102.66
612,202406,1563285.79
106,202406,1801453.39
198,202406,888164.63
988,202406,1684092.92
336,202406,1696006.38
951,202406,1130311.57
169,202406,1318679.17
857,202406,1030364.53
644,202406,602555.09
654,202407,1652398.36
375,202407,1241541.75
79,202407,1456220.37
286,202407,1227622.72
965,202407,1836048.12
824,202407,572142.14
857,202407,979244.17
832,202402,412710.55
68,202402,960966.98
363,202402,949482.87
263,202402,883071.91
162,202402,1688171.08
789,202402,880851.03
121,202402,806313.52
945,202407,1457445.44
331,202407,1243279.32
816,202407,662096.47
766,202402,884899.74
619,202402,612874.24
1031,202402,798374.61
452,202402,748128.08
360,202402,1112663.33
464,202403,551909.82
80,202403,768157.77
976,202403,823304.76
134,202403,1522782.75
167,202403,1619364.95
1040,202403,1203588.27
121,202403,870739.33
184,202403,1405982.56
82,202407,1649582.32
185,202407,1365934.53
490,202407,1046360.27
771,202402,839569.30
418,202407,1405974.45
1044,202407,723673.21
348,202402,1269174.56
972,202403,1762024.23
562,202403,424835.92
12,202403,992250.41
785,202403,1234138.81
997,202403,1619271.43
680,202403,807132.47
941,202403,933642.02
969,202403,813141.47
1029,202403,1484947.41
622,202403,673419.08
841,202403,1080584.91
450,202403,284624.45
336,202412,689538.82
22,202406,1000879.48
353,202402,1510224.49
908,202403,1028541.27
257,202403,1199451.34
274,202403,989368.76
47,202403,988069.79
192,202412,505493.93
208,202403,1314880.25
63,202403,1287742.06
106,202403,2203118.47
43,202403,555306.51
58,202403,638653.95
88,202403,1552584.13
73,202403,840977.35
904,202403,1234873.20
1048,202403,1523733.36
716,202403,1262674.67
84,202301,1321570.37
349,202301,1512245.70
917,202301,955974.21
617,202301,854078.89
772,202301,1015580.35
876,202301,637838.88
257,202301,1009825.49
721,202301,1108254.76
61,202301,1830015.45
1022,202301,717877.87
405,202301,678453.13
264,202301,641209.73
221,202301,1737025.58
563,202301,636434.45
119,202301,1275201.78
406,202301,922839.16
290,202301,1253055.56
640,202301,555441.73
734,202301,915397.84
284,202301,1964209.56
643,202301,741327.64
161,202301,1031858.82
86,202301,1329592.18
527,202301,726203.63
557,202301,1208868.98
126,202301,921629.65
895,202301,1176894.48
946,202301,943949.92
560,202301,1248968.92
1013,202301,1280878.49
414,202301,963807.83
885,202301,993090.53
628,202301,725320.50
186,202301,1600126.69
487,202301,696745.17
344,202301,1074403.80
603,202301,800274.40
916,202301,2415808.23
539,202301,1132212.32
693,202301,390462.71
151,202301,697273.95
472,202301,799331.80
400,202301,670223.52
679,202301,556125.45
410,202301,834321.35
231,202301,1022820.82
59,202301,1024821.01
957,202301,1136259.93
571,202301,1154501.47
88,202301,1412474.30
1008,202301,1729482.35
129,202301,780812.34
10,202301,465883.01
469,202301,811824.32
740,202301,532054.43
774,202302,926442.83
913,202302,1389132.78
377,202302,773829.10
1052,202302,946039.63
731,202302,585817.78
204,202302,2161110.78
963,202302,644934.54
133,202302,947127.36
988,202302,989216.63
267,202302,925723.11
352,202302,945732.81
569,202302,539875.42
80,202302,634825.12
642,202302,473417.91
166,202302,895537.41
310,202302,1069267.79
450,202302,966747.20
899,202302,959606.26
582,202302,949830.54
1015,202302,713429.27
483,202302,1020559.71
986,202302,840760.21
296,202302,1112843.66
677,202302,575632.98
458,202302,711900.88
969,202302,694172.82
351,202302,658455.66
911,202302,576147.92
303,202302,934503.11
626,202302,690137.20
1028,202302,1010092.18
958,202302,1004990.56
152,202302,873163.92
926,202302,885983.45
75,202302,1220096.24
735,202302,932746.25
667,202302,638738.40
798,202302,574975.70
16,202302,758137.48
811,202302,486902.84
744,202302,468709.43
44,202302,698565.42
726,202302,1124652.11
192,202302,921063.75
387,202302,718342.83
67,202302,615529.43
114,202302,971803.69
1056,202302,1028303.09
583,202302,566577.35
803,202302,6704.08
685,202303,723893.48
740,202303,615942.03
976,202303,611830.16
125,202303,1451304.21
978,202303,578946.57
317,202303,1114152.96
650,202303,1010360.09
1036,202303,1506967.75
133,202303,1098379.64
430,202303,1988484.70
605,202303,919994.44
250,202303,1768568.65
1015,202303,818267.73
644,202303,591898.98
7,202303,839291.44
193,202303,1165855.99
360,202303,1200064.21
461,202303,1671061.42
967,202303,968000.82
225,202303,703900.40
981,202303,1434487.36
156,202303,1143440.93
517,202303,699252.28
30,202303,923336.89
218,202303,2262803.80
914,202303,1097573.67
148,202303,1260437.58
194,202303,200990.27
1048,202303,1248694.97
1033,202304,1027055.38
204,202304,2293422.70
922,202304,1170430.53
1029,202304,1320695.22
96,202304,1291341.68
302,202304,1134570.92
401,202304,993527.07
926,202304,1058354.55
106,202304,1866586.23
398,202304,264898.75
934,202304,1069587.61
943,202304,1518909.68
875,202304,909774.77
933,202304,1320872.82
171,202304,1121838.11
760,202304,1017412.57
423,202304,1158778.89
189,202304,785347.60
94,202304,1281652.03
588,202304,1031809.95
91,202304,1076277.66
151,202304,804683.02
648,202304,591234.84
559,202304,1001691.57
48,202304,1160531.55
781,202304,513350.71
624,202301,979799.20
548,202301,1025150.31
902,202302,616224.65
882,202302,959785.25
421,202303,1443404.31
216,202303,939212.52
325,202303,1602331.32
1023,202303,1168050.54
377,202303,879310.91
530,202303,741204.28
548,202303,1082420.41
230,202303,960897.25
1032,202303,1260611.73
101,202303,1168635.87
242,202303,710670.20
670,202303,689017.38
540,202304,1317158.73
879,202304,866557.41
197,202304,1028385.90
541,202304,1246679.07
1005,202304,1095241.37
812,202304,69999.42
167,202304,1528200.42
321,202304,940068.70
162,202304,1594318.36
155,202304,1425723.07
174,202304,1755340.45
187,202304,1179170.68
610,202304,983965.58
277,202304,881102.82
307,202304,1174527.77
435,202304,1501501.89
535,202304,382059.48
72,202304,1367204.94
282,202304,1406455.89
130,202304,2040462.40
366,202304,794475.57
229,202304,871241.81
937,202304,922927.98
942,202304,1246310.60
71,202305,626643.08
487,202305,994630.54
339,202305,1432978.27
408,202305,1642334.87
913,202305,1614818.42
990,202305,978454.18
119,202305,1468195.22
443,202305,1422196.69
506,202305,1124750.65
771,202305,918430.31
914,202305,1147504.75
928,202305,941496.17
251,202305,1436158.59
115,202305,1001087.88
980,202305,793112.60
42,202305,872216.20
385,202305,1276741.95
379,202305,1017636.46
516,202305,478147.19
386,202305,775050.97
208,202305,1175480.01
519,202305,919109.63
904,202305,1242835.73
250,202305,2033790.15
1006,202305,1370242.27
113,202305,1519299.09
510,202305,877840.31
582,202305,1126544.96
431,202305,956182.58
273,202305,1166280.19
53,202305,1286639.91
575,202305,1114522.68
1036,202305,1756763.89
262,202305,1415001.34
301,202305,1312626.33
19,202305,390891.64
207,202305,1800513.07
775,202305,477590.41
1051,202305,1123882.33
758,202306,963362.58
615,202306,723014.22
250,202306,2060416.12
904,202306,1129005.58
437,202306,1996957.54
598,202306,1441804.88
441,202306,1116291.00
247,202306,1321231.90
373,202306,1327423.21
974,202306,1184560.29
956,202306,1764545.53
281,202306,1895771.38
973,202306,1458445.21
292,202306,1600627.91
457,202306,952239.48
113,202306,1642822.23
1052,202306,1262566.20
552,202306,321853.91
972,202306,1580762.39
67,202306,793394.57
882,202306,1283232.15
591,202306,1666887.91
557,202306,1536348.13
620,202306,947056.00
644,202306,670894.23
218,202306,2506640.23
96,202306,1508180.12
